UserId,UserCity,ItemCategory,ItemName,ItemPrice,ItemQuantity,TotalPaid,PurchaseDate,DeliveryDate,ItemWeight,PromoCode_Used,DeliveryTime,Total_ItemWeight
276,New York,Fashion,Shoes,416,2,832.0,2024-09-06 09:21:50.271,2024-09-15 09:21:50.271,5.0,True,9.0,10.0
371,San Antonio,Grocery,Household Supplies,545,9,4905.0,2024-08-22 09:21:50.271,2024-08-25 09:21:50.271,5.0,True,3.0,45.0
401,Austin,Home Goods,Table,270,1,270.0,2024-09-02 09:21:50.271,2024-09-03 09:21:50.271,3.0,True,1.0,3.0
796,Phoenix,Home Goods,Bed,486,6,2916.0,2024-09-09 09:21:50.271,2024-09-15 09:21:50.271,5.0,True,6.0,30.0
263,Philadelphia,Electronics,Speaker,106,2,212.0,2024-08-29 09:21:50.271,2024-09-03 09:21:50.271,5.0,False,5.0,10.0
380,New York,Sports,Bat,721,9,6489.0,2024-09-01 09:21:50.271,2024-09-02 09:21:50.271,9.0,False,1.0,81.0
918,San Antonio,Electronics,Tablet,667,8,5336.0,2024-08-27 09:21:50.271,2024-08-29 09:21:50.271,7.0,True,2.0,56.0
893,San Diego,Sports,Bike,561,8,4488.0,2024-09-18 09:21:50.271,2024-09-30 09:21:50.271,8.0,True,12.0,64.0
231,Chicago,Electronics,Speaker,976,8,7808.0,2024-09-16 09:21:50.271,2024-09-20 09:21:50.271,3.0,False,4.0,24.0
539,Dallas,Grocery,Snacks,676,1,676.0,2024-09-02 09:21:50.271,2024-09-07 09:21:50.271,5.0,False,5.0,5.0
930,Phoenix,Fashion,Accessory,889,5,4445.0,2024-09-14 09:21:50.271,2024-09-15 09:21:50.271,1.0,False,1.0,5.0
337,Chicago,Grocery,Household Supplies,598,10,5980.0,2024-08-31 09:21:50.271,2024-09-02 09:21:50.271,8.0,True,2.0,80.0
472,Austin,Grocery,Beverages,615,9,5535.0,2024-09-12 09:21:50.271,2024-09-21 09:21:50.271,9.0,True,9.0,81.0
4,Philadelphia,Electronics,Watch,691,10,6910.0,2024-09-14 09:21:50.271,2024-09-24 09:21:50.271,8.0,True,10.0,80.0
250,,Grocery,Beverages,156,1,156.0,2024-09-03 09:21:50.271,2024-09-12 09:21:50.271,5.0,True,9.0,5.0
691,Los Angeles,Beauty,Skincare,752,8,6016.0,2024-09-17 09:21:50.271,2024-09-24 09:21:50.271,2.0,True,7.0,16.0
935,Houston,Electronics,Laptop,122,10,1220.0,2024-08-27 09:21:50.271,2024-08-28 09:21:50.271,5.0,False,1.0,50.0
402,Chicago,Home Goods,Sofa,166,10,1660.0,2024-08-24 09:21:50.271,2024-09-03 09:21:50.271,2.0,True,10.0,20.0
414,New York,Electronics,Headphones,159,6,954.0,2024-09-07 09:21:50.271,2024-09-11 09:21:50.271,5.0,True,4.0,30.0
460,San Antonio,Fashion,Accessory,444,6,2664.0,2024-09-03 09:21:50.271,2024-09-04 09:21:50.271,2.0,True,1.0,12.0
17,Dallas,Fashion,Dress,892,10,8920.0,2024-08-26 09:21:50.271,2024-09-07 09:21:50.271,2.0,True,12.0,20.0
92,,Beauty,Skincare,586,5,2930.0,2024-09-12 09:21:50.271,2024-09-20 09:21:50.271,3.0,False,8.0,15.0
732,Los Angeles,Grocery,Beverages,986,9,8874.0,2024-08-26 09:21:50.271,2024-09-04 09:21:50.271,5.0,False,9.0,45.0
91,Philadelphia,Toys,Puzzle,191,2,382.0,2024-08-31 09:21:50.271,2024-09-01 09:21:50.271,5.0,True,1.0,10.0
176,Philadelphia,Beauty,Makeup,330,3,990.0,2024-09-19 09:21:50.271,2024-09-23 09:21:50.271,5.0,False,4.0,15.0
622,New York,Beauty,Skincare,845,5,4225.0,2024-09-01 09:21:50.271,2024-09-09 09:21:50.271,5.0,True,8.0,25.0
15,Chicago,Fashion,Shirt,437,5,2185.0,2024-08-24 09:21:50.271,2024-08-30 09:21:50.271,5.0,True,6.0,25.0
847,San Antonio,Fashion,Shirt,615,5,3075.0,2024-09-06 09:21:50.271,2024-09-10 09:21:50.271,3.0,False,,15.0
570,Philadelphia,Sports,Ball,964,1,964.0,2024-08-24 09:21:50.271,2024-08-28 09:21:50.271,5.0,True,4.0,5.0
676,,Electronics,TV,67,10,670.0,2024-09-14 09:21:50.271,2024-09-19 09:21:50.271,7.0,False,5.0,70.0
543,New York,Sports,Gym Equipment,194,4,776.0,2024-09-09 09:21:50.271,2024-09-14 09:21:50.271,0.0,True,5.0,0.0
919,Phoenix,Grocery,Beverages,723,7,5061.0,2024-08-23 09:21:50.271,2024-08-30 09:21:50.271,5.0,True,7.0,35.0
828,Chicago,Electronics,Watch,469,3,1407.0,2024-09-13 09:21:50.271,2024-09-14 09:21:50.271,9.0,False,1.0,27.0
982,Dallas,Home Goods,Kitchenware,252,1,252.0,2024-09-06 09:21:50.271,2024-09-10 09:21:50.271,5.0,True,4.0,5.0
406,Philadelphia,Toys,Puzzle,75,3,225.0,2024-09-18 09:21:50.271,2024-09-25 09:21:50.271,4.0,True,7.0,12.0
715,Chicago,Beauty,Skincare,883,5,4415.0,2024-09-07 09:21:50.271,2024-09-08 09:21:50.271,7.0,False,1.0,35.0
747,Philadelphia,Home Goods,Kitchenware,459,9,4131.0,2024-09-04 09:21:50.271,2024-09-06 09:21:50.271,5.0,True,2.0,45.0
76,Dallas,Electronics,TV,805,10,8050.0,2024-09-17 09:21:50.271,2024-09-24 09:21:50.271,3.0,False,7.0,30.0
242,Houston,Home Goods,Sofa,458,4,1832.0,2024-09-03 09:21:50.271,2024-09-06 09:21:50.271,4.0,True,3.0,16.0
629,Phoenix,Toys,Action Figure,343,1,343.0,2024-09-13 09:21:50.271,2024-09-15 09:21:50.271,6.0,True,2.0,6.0
879,,Home Goods,Sofa,151,3,453.0,2024-09-17 09:21:50.271,2024-09-21 09:21:50.271,10.0,True,4.0,30.0
301,Phoenix,Grocery,Beverages,680,6,4080.0,2024-09-19 09:21:50.271,2024-09-26 09:21:50.271,5.0,False,7.0,30.0
169,Philadelphia,Sports,Bat,549,6,3294.0,2024-08-22 09:21:50.271,2024-08-29 09:21:50.271,0.0,False,7.0,0.0
815,San Antonio,Toys,Doll,61,8,488.0,2024-09-15 09:21:50.271,2024-09-17 09:21:50.271,4.0,True,2.0,32.0
65,Los Angeles,Fashion,Accessory,995,3,2985.0,2024-08-30 09:21:50.271,2024-09-01 09:21:50.271,5.0,False,2.0,15.0
579,Houston,Fashion,Hat,104,9,936.0,2024-09-11 09:21:50.271,2024-09-18 09:21:50.271,5.0,True,7.0,45.0
141,Houston,Fashion,Shoes,354,4,1416.0,2024-09-17 09:21:50.271,2024-09-23 09:21:50.271,5.0,False,6.0,20.0
192,San Antonio,Sports,Gym Equipment,727,1,727.0,2024-08-30 09:21:50.271,2024-09-07 09:21:50.271,1.0,False,8.0,1.0
888,Dallas,Fashion,Shoes,708,7,4956.0,2024-08-23 09:21:50.271,2024-09-02 09:21:50.271,2.0,False,10.0,14.0
161,San Antonio,Toys,Doll,983,2,1966.0,2024-09-03 09:21:50.271,2024-09-10 09:21:50.271,3.0,False,7.0,6.0
331,Houston,Fashion,Hat,743,8,5944.0,2024-08-26 09:21:50.271,2024-08-30 09:21:50.271,5.0,True,4.0,40.0
609,New York,Sports,Ball,668,7,4676.0,2024-09-09 09:21:50.271,2024-09-13 09:21:50.271,10.0,True,4.0,70.0
149,San Antonio,Fashion,Hat,253,9,2277.0,2024-09-19 09:21:50.271,2024-09-27 09:21:50.271,1.0,True,8.0,9.0
766,Austin,Fashion,Dress,399,6,2394.0,2024-09-11 09:21:50.271,2024-09-12 09:21:50.271,3.0,True,1.0,18.0
824,San Antonio,Home Goods,Sofa,609,9,5481.0,2024-08-22 09:21:50.271,2024-09-01 09:21:50.271,4.0,True,10.0,36.0
981,Phoenix,Grocery,Food,123,7,861.0,2024-09-17 09:21:50.271,2024-09-22 09:21:50.271,4.0,True,5.0,28.0
375,New York,Electronics,Phone,217,2,434.0,2024-09-07 09:21:50.271,2024-09-11 09:21:50.271,3.0,False,4.0,6.0
551,Chicago,Electronics,Tablet,117,2,234.0,2024-09-05 09:21:50.271,2024-09-12 09:21:50.271,8.0,True,7.0,16.0
51,Los Angeles,Sports,Bat,839,4,3356.0,2024-09-06 09:21:50.271,2024-09-16 09:21:50.271,6.0,True,10.0,24.0
93,Dallas,Beauty,Skincare,372,1,372.0,2024-09-13 09:21:50.271,2024-09-22 09:21:50.271,4.0,True,9.0,4.0
672,Chicago,Fashion,Accessory,943,9,8487.0,2024-09-07 09:21:50.271,2024-09-20 09:21:50.271,3.0,False,13.0,27.0
980,Austin,Fashion,Pants,779,1,779.0,2024-08-29 09:21:50.271,2024-09-01 09:21:50.271,8.0,False,3.0,8.0
667,Dallas,Electronics,Phone,282,6,1692.0,2024-08-24 09:21:50.271,2024-08-28 09:21:50.271,2.0,False,,12.0
761,San Diego,Electronics,Laptop,100,4,400.0,2024-08-27 09:21:50.271,2024-08-28 09:21:50.271,3.0,True,1.0,12.0
926,Austin,Sports,Bike,348,1,348.0,2024-08-22 09:21:50.271,2024-08-30 09:21:50.271,5.0,False,8.0,5.0
110,Dallas,Toys,Doll,206,3,618.0,2024-09-13 09:21:50.271,2024-09-17 09:21:50.271,1.0,False,4.0,3.0
699,Dallas,Electronics,Tablet,402,8,3216.0,2024-08-31 09:21:50.271,2024-09-10 09:21:50.271,5.0,True,10.0,40.0
519,Los Angeles,Sports,Bike,804,9,7236.0,2024-09-05 09:21:50.271,2024-09-09 09:21:50.271,5.0,False,4.0,45.0
942,Los Angeles,Electronics,Tablet,938,10,9380.0,2024-09-08 09:21:50.271,2024-09-17 09:21:50.271,5.0,False,9.0,50.0
128,San Antonio,Sports,Gym Equipment,420,7,2940.0,2024-09-03 09:21:50.271,2024-09-08 09:21:50.271,6.0,False,5.0,42.0
194,Dallas,Beauty,Perfume,141,2,282.0,2024-09-06 09:21:50.271,2024-09-12 09:21:50.271,5.0,True,6.0,10.0
440,Houston,Fashion,Hat,105,2,210.0,2024-08-31 09:21:50.271,2024-09-02 09:21:50.271,5.0,False,2.0,10.0
712,Los Angeles,Electronics,Tablet,530,5,2650.0,2024-08-28 09:21:50.271,2024-09-04 09:21:50.271,6.0,True,7.0,30.0
960,Phoenix,Beauty,Skincare,106,3,318.0,2024-08-26 09:21:50.271,2024-08-30 09:21:50.271,5.0,True,4.0,15.0
108,New York,Sports,Ball,53,1,53.0,2024-08-27 09:21:50.271,2024-08-30 09:21:50.271,5.0,True,3.0,5.0
966,Houston,Beauty,Nail Polish,420,9,3780.0,2024-08-24 09:21:50.271,2024-08-28 09:21:50.271,5.0,True,4.0,45.0
422,Dallas,Toys,Puzzle,233,4,932.0,2024-08-24 09:21:50.271,2024-09-03 09:21:50.271,4.0,False,10.0,16.0
325,Los Angeles,Toys,Action Figure,496,5,2480.0,2024-08-24 09:21:50.271,2024-09-06 09:21:50.271,8.0,True,13.0,40.0
252,Phoenix,Fashion,Accessory,443,5,2215.0,2024-09-08 09:21:50.271,2024-09-09 09:21:50.271,9.0,True,1.0,45.0
812,San Antonio,Grocery,Household Supplies,541,10,5410.0,2024-09-12 09:21:50.271,2024-09-22 09:21:50.271,1.0,True,10.0,10.0
967,Dallas,Sports,Bike,925,10,9250.0,2024-08-23 09:21:50.271,2024-09-01 09:21:50.271,5.0,True,9.0,50.0
441,Phoenix,Home Goods,Kitchenware,573,6,3438.0,2024-09-06 09:21:50.271,2024-09-11 09:21:50.271,5.0,True,5.0,30.0
482,Houston,Fashion,Pants,700,10,7000.0,2024-09-08 09:21:50.271,2024-09-11 09:21:50.271,5.0,True,3.0,50.0
354,Dallas,Fashion,Shirt,66,7,462.0,2024-09-20 09:21:50.271,2024-09-22 09:21:50.271,5.0,True,2.0,35.0
95,Philadelphia,Beauty,Haircare,811,5,4055.0,2024-08-27 09:21:50.271,2024-09-03 09:21:50.271,2.0,True,7.0,10.0
708,San Antonio,Sports,Bike,574,5,2870.0,2024-09-14 09:21:50.271,2024-09-15 09:21:50.271,8.0,False,1.0,40.0
793,Austin,Toys,Lego,675,2,1350.0,2024-09-12 09:21:50.271,2024-09-16 09:21:50.271,4.0,True,4.0,8.0
57,San Antonio,Grocery,Snacks,366,10,3660.0,2024-08-28 09:21:50.271,2024-08-30 09:21:50.271,3.0,False,2.0,30.0
370,Chicago,Toys,Game,571,3,1713.0,2024-09-20 09:21:50.271,2024-10-01 09:21:50.271,4.0,True,11.0,12.0
814,Chicago,Toys,Lego,917,7,6419.0,2024-09-09 09:21:50.271,2024-09-11 09:21:50.271,5.0,False,2.0,35.0
96,Chicago,Beauty,Skincare,507,8,4056.0,2024-09-13 09:21:50.271,2024-09-14 09:21:50.271,8.0,False,1.0,64.0
288,Chicago,Grocery,Snacks,935,5,4675.0,2024-08-28 09:21:50.271,2024-08-29 09:21:50.271,3.0,True,1.0,15.0
587,Houston,Fashion,Hat,468,5,2340.0,2024-09-10 09:21:50.271,2024-09-12 09:21:50.271,8.0,False,2.0,40.0
246,Austin,Grocery,Snacks,198,5,990.0,2024-09-02 09:21:50.271,2024-09-07 09:21:50.271,5.0,True,5.0,25.0
822,New York,Toys,Lego,226,6,1356.0,2024-09-04 09:21:50.271,2024-09-08 09:21:50.271,3.0,True,4.0,18.0
725,San Diego,Fashion,Hat,918,7,6426.0,2024-09-13 09:21:50.271,2024-09-17 09:21:50.271,1.0,False,4.0,7.0
459,Phoenix,Grocery,Household Supplies,332,8,2656.0,2024-09-18 09:21:50.271,2024-09-22 09:21:50.271,4.0,True,4.0,32.0
502,Houston,Electronics,Headphones,138,2,276.0,2024-09-18 09:21:50.271,2024-09-20 09:21:50.271,2.0,False,2.0,4.0
842,San Diego,Beauty,Haircare,598,2,1196.0,2024-09-20 09:21:50.271,2024-09-29 09:21:50.271,5.0,False,9.0,10.0
528,Dallas,Toys,Action Figure,117,1,117.0,2024-08-25 09:21:50.271,2024-09-02 09:21:50.271,3.0,False,8.0,3.0
245,San Antonio,Sports,Bat,25,3,75.0,2024-09-16 09:21:50.271,2024-09-17 09:21:50.271,4.0,False,1.0,12.0
936,Philadelphia,Home Goods,Table,614,1,614.0,2024-09-11 09:21:50.271,2024-09-12 09:21:50.271,9.0,True,1.0,9.0
578,Austin,Sports,Bike,244,5,1220.0,2024-09-14 09:21:50.271,2024-09-17 09:21:50.271,8.0,True,3.0,40.0
869,Philadelphia,Beauty,Skincare,824,7,5768.0,2024-08-26 09:21:50.271,2024-08-28 09:21:50.271,5.0,False,2.0,35.0
511,New York,Grocery,Beverages,888,5,4440.0,2024-09-12 09:21:50.271,2024-09-25 09:21:50.271,10.0,True,13.0,50.0
116,San Antonio,Electronics,Speaker,655,3,1965.0,2024-08-24 09:21:50.271,2024-08-26 09:21:50.271,4.0,True,2.0,12.0
315,New York,Electronics,Speaker,708,4,2832.0,2024-09-14 09:21:50.271,2024-09-16 09:21:50.271,5.0,False,2.0,20.0
612,New York,Toys,Doll,953,3,2859.0,2024-09-12 09:21:50.271,2024-09-16 09:21:50.271,5.0,True,,15.0
554,San Antonio,Beauty,Makeup,833,7,5831.0,2024-09-13 09:21:50.271,2024-09-14 09:21:50.271,5.0,True,1.0,35.0
227,Los Angeles,Sports,Gym Equipment,51,10,510.0,2024-09-09 09:21:50.271,2024-09-10 09:21:50.271,5.0,True,1.0,50.0
737,Los Angeles,Electronics,Speaker,987,3,2961.0,2024-09-19 09:21:50.271,2024-09-29 09:21:50.271,5.0,True,10.0,15.0
174,Dallas,Sports,Bike,357,9,3213.0,2024-09-20 09:21:50.271,2024-09-25 09:21:50.271,4.0,False,5.0,36.0
665,San Antonio,Grocery,Snacks,405,8,3240.0,2024-09-05 09:21:50.271,2024-09-14 09:21:50.271,2.0,True,9.0,16.0
990,San Antonio,Sports,Bike,584,1,584.0,2024-08-29 09:21:50.271,2024-08-31 09:21:50.271,5.0,True,2.0,5.0
454,Houston,Sports,Bat,965,10,9650.0,2024-08-29 09:21:50.271,2024-08-30 09:21:50.271,2.0,False,1.0,20.0
599,Chicago,Fashion,Shoes,958,8,7664.0,2024-08-22 09:21:50.271,2024-08-28 09:21:50.271,8.0,False,6.0,64.0
973,San Diego,Beauty,Haircare,725,7,5075.0,2024-08-28 09:21:50.271,2024-08-29 09:21:50.271,5.0,False,1.0,35.0
60,Phoenix,Home Goods,Decor,263,5,1315.0,2024-09-16 09:21:50.271,2024-09-18 09:21:50.271,5.0,False,2.0,25.0
818,New York,Sports,Bat,798,7,5586.0,2024-09-18 09:21:50.271,2024-09-20 09:21:50.271,4.0,True,2.0,28.0
885,New York,Sports,Bat,561,9,5049.0,2024-09-09 09:21:50.271,2024-09-17 09:21:50.271,7.0,False,8.0,63.0
98,Phoenix,Fashion,Hat,796,4,3184.0,2024-09-13 09:21:50.271,2024-09-21 09:21:50.271,1.0,True,8.0,4.0
541,Phoenix,Fashion,Shoes,807,9,7263.0,2024-08-30 09:21:50.271,2024-09-03 09:21:50.271,1.0,True,4.0,9.0
783,Los Angeles,Toys,Action Figure,534,5,2670.0,2024-08-25 09:21:50.271,2024-08-29 09:21:50.271,6.0,False,4.0,30.0
150,Austin,Sports,Bat,318,2,636.0,2024-09-18 09:21:50.271,2024-09-27 09:21:50.271,5.0,False,9.0,10.0
536,Houston,Fashion,Accessory,389,10,3890.0,2024-09-20 09:21:50.271,2024-09-22 09:21:50.271,2.0,True,2.0,20.0
659,Houston,Electronics,Laptop,745,5,3725.0,2024-09-18 09:21:50.271,2024-09-19 09:21:50.271,6.0,True,1.0,30.0
237,Phoenix,Fashion,Shoes,524,8,4192.0,2024-09-16 09:21:50.271,2024-09-21 09:21:50.271,4.0,False,5.0,32.0
423,Chicago,Toys,Puzzle,504,4,2016.0,2024-09-06 09:21:50.271,2024-09-09 09:21:50.271,5.0,True,3.0,20.0
876,San Diego,Grocery,Food,726,6,4356.0,2024-09-07 09:21:50.271,2024-09-08 09:21:50.271,4.0,False,1.0,24.0
435,Houston,Electronics,Phone,463,1,463.0,2024-09-18 09:21:50.271,2024-09-27 09:21:50.271,2.0,True,9.0,2.0
975,Chicago,Fashion,Pants,849,1,849.0,2024-09-20 09:21:50.271,2024-09-21 09:21:50.271,10.0,True,1.0,10.0
977,Houston,Toys,Lego,394,5,1970.0,2024-09-16 09:21:50.271,2024-09-21 09:21:50.271,2.0,False,5.0,10.0
241,New York,Electronics,Speaker,473,9,4257.0,2024-08-26 09:21:50.271,2024-09-02 09:21:50.271,4.0,False,7.0,36.0
569,Philadelphia,Grocery,Food,141,4,564.0,2024-08-29 09:21:50.271,2024-09-02 09:21:50.271,8.0,True,4.0,32.0
994,Chicago,Electronics,Watch,536,6,3216.0,2024-09-07 09:21:50.271,2024-09-08 09:21:50.271,6.0,True,1.0,36.0
7,San Diego,Sports,Gym Equipment,504,5,2520.0,2024-09-14 09:21:50.271,2024-09-18 09:21:50.271,5.0,True,4.0,25.0
18,Philadelphia,Grocery,Beverages,582,4,2328.0,2024-08-25 09:21:50.271,2024-08-30 09:21:50.271,0.0,False,5.0,0.0
415,Philadelphia,Electronics,TV,827,6,4962.0,2024-09-12 09:21:50.271,2024-09-14 09:21:50.271,5.0,True,2.0,30.0
155,San Diego,Grocery,Food,369,3,1107.0,2024-09-06 09:21:50.271,2024-09-13 09:21:50.271,8.0,True,7.0,24.0
852,Philadelphia,Grocery,Beverages,128,2,256.0,2024-09-06 09:21:50.271,2024-09-15 09:21:50.271,5.0,False,9.0,10.0
941,Austin,Home Goods,Table,140,8,1120.0,2024-08-26 09:21:50.271,2024-08-30 09:21:50.271,4.0,True,4.0,32.0
382,Los Angeles,Fashion,Shirt,314,9,2826.0,2024-09-11 09:21:50.271,2024-09-12 09:21:50.271,1.0,True,1.0,9.0
289,Dallas,Grocery,Household Supplies,942,5,4710.0,2024-08-24 09:21:50.271,2024-08-26 09:21:50.271,10.0,False,2.0,50.0
642,Phoenix,Electronics,Headphones,681,4,2724.0,2024-09-08 09:21:50.271,2024-09-11 09:21:50.271,9.0,True,3.0,36.0
255,San Diego,Grocery,Snacks,523,6,3138.0,2024-09-02 09:21:50.271,2024-09-05 09:21:50.271,5.0,True,3.0,30.0
419,New York,Grocery,Food,157,5,785.0,2024-09-14 09:21:50.271,2024-09-16 09:21:50.271,3.0,True,2.0,15.0
877,San Antonio,Sports,Gym Equipment,839,3,2517.0,2024-09-04 09:21:50.271,2024-09-16 09:21:50.271,7.0,False,12.0,21.0
43,Phoenix,Toys,Action Figure,736,5,3680.0,2024-09-01 09:21:50.271,2024-09-11 09:21:50.271,5.0,True,10.0,25.0
889,Houston,Home Goods,Table,298,9,2682.0,2024-08-23 09:21:50.271,2024-08-25 09:21:50.271,5.0,False,2.0,45.0
387,Chicago,Toys,Lego,579,6,3474.0,2024-09-17 09:21:50.271,2024-09-22 09:21:50.271,5.0,True,5.0,30.0
557,Austin,Toys,Puzzle,395,8,3160.0,2024-08-22 09:21:50.271,2024-08-26 09:21:50.271,1.0,False,4.0,8.0
655,,Sports,Bat,217,4,868.0,2024-09-16 09:21:50.271,2024-09-28 09:21:50.271,2.0,False,12.0,8.0
